Id_Pelicula;Titulo_original;Fecha_estreno;Descripcion;Cartel_path;Genero_Pelicula
3676;Dan in Real Life;26/10/2007;Advice columnist, Dan Burns is an expert on relationships, but somehow struggles to succeed as a brother, a son and a single parent to three precocious daughters. Things get even more complicated when Dan finds out that the woman he falls in love with is actually his brother's new girlfriend.;/wJkkkG4ditqNzlua0oJzoaICGiz.jpg;Comedy, Romance, Drama
3678;The Devil's Backbone;20/04/2001;Spain, 1939. In the last days of the Spanish Civil War, the young Carlos arrives at the Santa LucÃ­a orphanage, where he will make friends and enemies as he follows the quiet footsteps of a mysterious presence eager for revenge.;/iP1z1aJzPnkP8FHg77TS7ukqoEZ.jpg;Fantasy, Drama, Horror, Thriller
3679;The Legend of Al, John and Jack;13/12/2002;Al Caruso, John Gresco, and Jack Amoruso are three gangsters working for the Genovese family. After botching yet another hit and discovering that their boss wants to get rid of them, the trio comes up with a plan to sell him to the FBI. However, Al's short-term memory loss could be a problem...;/4xnYGJ8CoFFE5EEC23rL5L7kwfE.jpg;Comedy, Crime
3680;A Very Long Engagement;27/10/2004;Young Frenchwoman Mathilde searches for the truth about her missing fiancÃ©, lost during World War I, and learns many unexpected things along the way. The love of her life is gone. But she refuses to believe he's gone forever â€” and she needs to know for sure.;/t73m7lX0eFYDjlB1Gcb7r3S5Yt.jpg;Drama, Romance, War
3681;Arctic;21/11/2018;A man stranded in the Arctic is finally about to receive his long awaited rescue. However, after a tragic accident, his opportunity is lost and he must then decide whether to remain in the relative safety of his camp or embark on a deadly trek through the unknown for potential salvation.;/dxRc0Y4IjSRLC2fYaguXQtJCI4e.jpg;Drama
3682;The Ruins;02/04/2008;Americans Amy, Stacy, Jeff and Eric look for fun during a sunny holiday in Mexico, but they get much more than that after visiting an archaeological dig in the jungle.;/7s5CkvFG4amX0ceyhQ6qtJ4fp39.jpg;Horror
3683;The 'Burbs;17/02/1989;When secretive new neighbors move in next door, suburbanite Ray Peterson and his friends let their paranoia get the best of them as they start to suspect the newcomers of evildoings and commence an investigation. But it's hardly how Ray, who much prefers drinking beer, reading his newspaper and watching a ball game on the tube expected to spend his vacation.;/58cLiwJE71yLtUZjMsQwbG5yfya.jpg;Comedy, Horror, Thriller
3684;Falling Inn Love;29/08/2019;When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.;/4bzu5k5vwLKgwap6pHXlCY8nlh3.jpg;Romance, Comedy
3685;Day of the Dead;03/07/1985;Trapped in a missile silo, a small team of scientists, civilians, and trigger-happy soldiers battle desperately to ensure the survival of the human race. However, the tension inside the base is reaching a breaking point, and the zombies are gathering outside.;/yJ2emwXWwQc6VHW3fO4GZr0hXBt.jpg;Horror, Drama, Mystery
3686;I Still Believe;12/03/2020;The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.;/dqA2FCzz4OMmXLitKopzf476RVB.jpg;Music, Drama, Romance
3688;U-571;20/04/2000;In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.;/yeUhRSrlFcXhsuUai2ozWH6rNnK.jpg;War, Drama, Action, Thriller
3689;The Wedding Date;04/02/2005;With the wedding of her younger sister fast approaching, Kat Ellis faces the undesirable prospect of traveling alone to London for the ceremony. While this is bad enough, Jeffrey, the man who left her as they moved closer to marriage, happens to be the groom's best man. Determined to show everyone -- most of all Jeffrey -- that her romantic life is as full and thrilling as ever, Kat hires a charming male escort as her date.;/t0AEzycJ6V8dLVlSudCUAA9mzgn.jpg;Comedy, Romance
3690;Sweet Girl;18/08/2021;A man vows to bring justice to those responsible for his wife's death while protecting the only family he has left, his daughter.;/cP7odDzzFBD9ycxj2laTeFWGLjD.jpg;Action, Thriller, Drama
3691;Stir of Echoes;10/09/1999;After being hypnotized by his sister in law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her.;/9CyJ5aYF27cITX1WSUTENeP4wBE.jpg;Horror, Mystery, Thriller
3692;Let It Snow;08/11/2019;In a small town on Christmas Eve, a snowstorm brings together a group of young people. They soon find their friendships and love lives colliding, and come Christmas morning, nothing will be the same.;/rEVu3E1OhMPJeCAn9a6QLyVhZDj.jpg;Romance, Comedy
3693;Work It;07/08/2020;A brilliant but clumsy high school senior vows to get into her late father's alma mater by transforming herself and a misfit squad into dance champions.;/b5XfICAvUe8beWExBz97i0Qw4Qh.jpg;Comedy, Music
3694;It Happened One Night;22/02/1934;A renegade reporter and a young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.;/2PNUGWAflH6UUumas0POMmokHlc.jpg;Comedy, Romance
3695;The Flu;14/08/2013;A case of the flu quickly morphs into a pandemic. As the death toll mounts and the living panic, the government plans extreme measures to contain it.;/mvTXhTddHIZbOU9pmrcPODI1kRx.jpg;Action, Adventure, Science Fiction
3696;The Words;07/09/2012;The Words follows young writer Rory Jansen who finally achieves long sought after literary success after publishing the next great American novel. There's only one catch - he didn't write it. As the past comes back to haunt him and his literary star continues to rise, Jansen is forced to confront the steep price that must be paid for stealing another man's work, and for placing ambition and success above life's most fundamental three words.;/aJtPLZS7tlpiQl6pEr8H42K565x.jpg;Drama, Thriller
3697;22 July;04/10/2018;On 22 July 2011, neo-Nazi terrorist Anders Behring Breivik murdered 77 young people attending a Labour Party Youth Camp on UtÃ¸ya Island outside of Oslo. This three-part story focuses on the survivors, the political leadership of Norway, and the lawyers involved.;/rd940KzuIZwbdOvOUF7XDTzn8te.jpg;History, Drama, Thriller, Crime
3698;The General;25/12/1926;During Americaâ€™s Civil War, Union spies steal engineer Johnny Gray's beloved locomotive, 'The General'â€”with Johnnie's lady love aboard an attached boxcarâ€”and he single-handedly must do all in his power to both get The General back and to rescue Annabelle.;/4NmV1Wei4LxT2lpjViCAScgCZLq.jpg;Comedy, War, Adventure, Action
3699;Bao;15/06/2018;An aging Chinese mom suffering from empty nest syndrome gets another chance at motherhood when one of her dumplings springs to life as a lively, giggly dumpling boy.;/tKz7XRXvdy1i7pW4eotaWZSrAx2.jpg;Animation, Family, Fantasy
3700;iBoy;27/01/2017;After an accident, Tom wakes from a coma to discover that fragments of his smart phone have been embedded in his head, and worse, that returning to normal teenage life is impossible because he has developed a strange set of super powers.;/aqwQPVosPSjfXRF6bO9Wg48ylAR.jpg;Action, Science Fiction
3701;Star Trek: Insurrection;11/12/1998;"When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.";/xQCMAHeg5M9HpDIqanYbWdr4brB.jpg;Science Fiction, Action, Adventure, Thriller
3702;RRRrrrr!!!;28/01/2004;In 35,000 BC, the tribe of the Dirty Hairs is at war against the tribe of the Clean Hairs for eight hundred years, trying to get their shampoo. The chief of the Dirty Hairs sends his daughter Guy disguised to the enemy tribe to get some shampoo for his tribe. When the healer of the Clean Hairs tribe surprisingly kills two cavemen of his tribe, their imbecile chief assigns Pierre with curled hair and Pierre blonde to investigate the murder and find the criminal.;/qsGU6myn85MfqpNAxzJtxJ3VgrM.jpg;Comedy
3703;The Dirty Dozen;15/06/1967;12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy chÃ¢teau and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.;/iFpgjfE4gt7guOLvrqgZZoO4Rjk.jpg;Action, Adventure, War
3704;Friends: The Reunion;27/05/2021;The cast of Friends reunites for a once-in-a-lifetime celebration of the hit series, an unforgettable evening filled with iconic memories, uncontrollable laughter, happy tears, and special guests.;/bT3c4TSOP8vBmMoXZRDPTII6eDa.jpg;Documentary
3705;Jexi;10/10/2019;Phil's new phone comes with an unexpected feature, Jexi...an A.I. determined to keep him all to herself in a comedy about what can happen when you love your phone more than all else.;/sizYjc8lAFStRZXtI1uRBDsOTt6.jpg;Comedy
3706;ARQ;16/09/2016;Two old friends living in a dystopic future become trapped in a mysterious time loop â€” one that may have something to do with an ongoing battle between an omnipotent corporation and a ragtag band of rebels.;/mU4VeXVK18JtCZsy7i0zczlA9p7.jpg;Science Fiction, Thriller
3707;Gone;23/02/2012;Jill Conway is trying to rebuild her life after surviving a terrifying kidnapping attempt. Though she is having a difficult time, she takes small steps toward normalcy by starting a new job and inviting her sister, Molly, to move in with her. Returning home from work one morning, Jill discovers that Molly has vanished, and she is certain that the same man who previously abducted her has returned for revenge.;/5GcbQhm0Qbbf1qt24spUpqX5tfP.jpg;Thriller
3708;Lock Up;04/08/1989;Frank Leone is nearing the end of his prison term for a relatively minor crime. Just before he is paroled, however, Warden Drumgoole takes charge. Drumgoole was assigned to a hell-hole prison after his administration was publicly humiliated by Leone, and has now arrived on the scene to ensure that Leone never sees the light of day.;/WihoHaU9yvhhdoSqDAhiIlNN8g.jpg;Action, Crime
3709;The Guard;07/07/2011;When a small-town Irish cop with a crass personality is partnered with a straight-laced FBI agent to bust an international drug-trafficking ring, they must settle their differences in order to take down a dangerous gang.;/dtQiStID0le2EMTmJXupPRybARB.jpg;Action, Comedy, Thriller, Crime
3710;First Knight;07/07/1995;The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.;/xuXkCcrvUTkehVXuTGpnfySsx0Z.jpg;Action, Adventure, Drama, Romance
3711;Chip 'n Dale: Rescue Rangers;20/05/2022;Decades since their successful television series was canceled, Chip has succumbed to a life of suburban domesticity as an insurance salesman. Dale, meanwhile, has had CGI surgery and works the nostalgia convention circuit, desperate to relive his glory days. When a former cast mate mysteriously disappears, Chip and Dale must repair their broken friendship and take on their Rescue Rangers detective personas once again to save their friendâ€™s life.;/7UGmn8TyWPPzkjhLUW58cOUHjPS.jpg;Animation, Family, Comedy, Adventure, Mystery
3712;My Hero Academia: Heroes Rising;20/12/2019;Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation â€¦ until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.;/zGVbrulkupqpbwgiNedkJPyQum4.jpg;Animation, Action, Fantasy, Adventure
3713;The Wrong Missy;13/05/2020;A guy meets the woman of his dreams and invites her to his company's corporate retreat, but realizes he sent the invite to the wrong person.;/A2YlIrzypvhS3vTFMcDkG3xLvac.jpg;Comedy, Romance
3714;The Big Wedding;25/04/2013;To the amusement of their adult children and friends, long divorced couple Don and Ellie Griffin are once again forced to play the happy couple for the sake of their adopted son's wedding after his ultra conservative biological mother unexpectedly decides to fly halfway across the world to attend. With all of the wedding guests looking on, the Griffins are hilariously forced to confront their past, present and future - and hopefully avoid killing each other in the process.;/silnfmcn3O0y8uNoYwy6iMgzdjp.jpg;Comedy
